treeID,site,species,status,diameter,age,coring_height,data_source,mort_fact1,mort_fact2,mort_fact_uncertainty,latitude,longitude,reference
dead6.3,Navarino_Island,Nothofagus_betuloides,DEAD,14.33,115,1.3,complete,Wind,Fungi,3,-54.95,-67.64,NothofagusBetuloides_Lombardi_2011
dead7.2,Navarino_Island,Nothofagus_betuloides,DEAD,27.998,210,1.3,complete,Wind,Fungi,3,-54.95,-67.64,NothofagusBetuloides_Lombardi_2011
dead7.3,Navarino_Island,Nothofagus_betuloides,DEAD,7.22,57,1.3,complete,Wind,Fungi,3,-54.95,-67.64,NothofagusBetuloides_Lombardi_2011
dead8.2,Navarino_Island,Nothofagus_betuloides,DEAD,20.354,156,1.3,complete,Wind,Fungi,3,-54.95,-67.64,NothofagusBetuloides_Lombardi_2011
dead8.3,Navarino_Island,Nothofagus_betuloides,DEAD,11.418,79,1.3,complete,Wind,Fungi,3,-54.95,-67.64,NothofagusBetuloides_Lombardi_2011
dead9.2,Navarino_Island,Nothofagus_betuloides,DEAD,17.896,159,1.3,complete,Wind,Fungi,3,-54.95,-67.64,NothofagusBetuloides_Lombardi_2011
dead9.3,Navarino_Island,Nothofagus_betuloides,DEAD,9.872,113,1.3,complete,Wind,Fungi,3,-54.95,-67.64,NothofagusBetuloides_Lombardi_2011
DF1b019,Damfino_Creek,Abies_lasiocarpa,LIVING,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF1b095,Damfino_Creek,Abies_lasiocarpa,LIVING,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF1d076,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF1d167,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF1d231,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF1d253,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF1d284,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF1d311,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF1d338,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF1d352,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF1d374,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF1d459,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF1d466,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF2b559,Damfino_Creek,Abies_lasiocarpa,LIVING,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF2b591,Damfino_Creek,Abies_lasiocarpa,LIVING,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF2d056,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF2d091,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF2d313,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF2d314,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF2d324,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF2d338,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF2d343,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF2d376,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF2d393,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF2d396,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF2d447,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF2d450,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF2d480,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF2d503,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF2d622,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF2d666,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF2d736,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF2d740,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF2d752,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF2d756,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3b525,Damfino_Creek,Abies_lasiocarpa,LIVING,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3b541,Damfino_Creek,Abies_lasiocarpa,LIVING,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3b620,Damfino_Creek,Abies_lasiocarpa,LIVING,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3b640,Damfino_Creek,Abies_lasiocarpa,LIVING,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3b752,Damfino_Creek,Abies_lasiocarpa,LIVING,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3b775,Damfino_Creek,Abies_lasiocarpa,LIVING,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3b782,Damfino_Creek,Abies_lasiocarpa,LIVING,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3b790,Damfino_Creek,Abies_lasiocarpa,LIVING,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3b810,Damfino_Creek,Abies_lasiocarpa,LIVING,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3b845,Damfino_Creek,Abies_lasiocarpa,LIVING,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3b852,Damfino_Creek,Abies_lasiocarpa,LIVING,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3b884,Damfino_Creek,Abies_lasiocarpa,LIVING,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3d519,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3d675,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3d676,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3d700,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3d701,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3d732,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3d764,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3d767,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3d774,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3d811,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3d817,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3d885,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3d886,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3d887,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3d890,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF3d891,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF4b033,Damfino_Creek,Abies_lasiocarpa,LIVING,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF4b101,Damfino_Creek,Abies_lasiocarpa,LIVING,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF4b212,Damfino_Creek,Abies_lasiocarpa,LIVING,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF4b427,Damfino_Creek,Abies_lasiocarpa,LIVING,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF4b472,Damfino_Creek,Abies_lasiocarpa,LIVING,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF4b706,Damfino_Creek,Abies_lasiocarpa,LIVING,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF4b959,Damfino_Creek,Abies_lasiocarpa,LIVING,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF4b968,Damfino_Creek,Abies_lasiocarpa,LIVING,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF4d001,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF4d416,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF4d485,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF4d794,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
DF4d938,Damfino_Creek,Abies_lasiocarpa,DEAD,NA,NA,1.3,c-sections,Def,C,2,49.87,-118.84,AbiesLasiocarpa_Antos_2008
Diss2_101,Issole2,Abies_alba,DEAD,26.2932,81,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_102,Issole2,Abies_alba,DEAD,14.465,83,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_103,Issole2,Abies_alba,DEAD,18.0564,87,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_104,Issole2,Abies_alba,DEAD,18.4928,84,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_105,Issole2,Abies_alba,DEAD,23.1572,93,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_106,Issole2,Abies_alba,DEAD,26.7704,94,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_107,Issole2,Abies_alba,DEAD,15.9538,78,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_2.1,Issole2,Abies_alba,LIVING,30.6428,74,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_2.2,Issole2,Abies_alba,LIVING,31.6276,122,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_2.5,Issole2,Abies_alba,LIVING,30.2508,76,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_2.7,Issole2,Abies_alba,LIVING,17.825,84,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_S1,Issole2,Abies_alba,LIVING,41.4664,133,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_S10,Issole2,Abies_alba,LIVING,29.3316,98,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_S11,Issole2,Abies_alba,LIVING,22.8572,129,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_S12,Issole2,Abies_alba,LIVING,24.1408,150,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_S13,Issole2,Abies_alba,LIVING,21.6366,80,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_S14,Issole2,Abies_alba,LIVING,31.3616,141,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_S15,Issole2,Abies_alba,LIVING,17.6106,53,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_S2,Issole2,Abies_alba,LIVING,35.7806,195,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_S27,Issole2,Abies_alba,LIVING,28.8244,114,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_S3,Issole2,Abies_alba,LIVING,36.37,104,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_S4,Issole2,Abies_alba,LIVING,33.0932,104,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_S5,Issole2,Abies_alba,DEAD,27.0596,107,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_S6,Issole2,Abies_alba,LIVING,24.2174,86,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_S7,Issole2,Abies_alba,LIVING,32.2228,85,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_S8,Issole2,Abies_alba,LIVING,27.2344,107,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Diss2_S9,Issole2,Abies_alba,LIVING,28.9918,93,1.3,complete,D,NS,3,44.27,6.5,AbiesAlba_Cailleret_2013
Dves3_101,Vesubie3,Abies_alba,LIVING,42.4686,102,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_106,Vesubie3,Abies_alba,DEAD,24.8666,94,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_107,Vesubie3,Abies_alba,LIVING,32.126,80,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_108,Vesubie3,Abies_alba,LIVING,34.2256,96,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_112,Vesubie3,Abies_alba,LIVING,51.5256,109,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_113,Vesubie3,Abies_alba,LIVING,45.6372,99,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_3.1,Vesubie3,Abies_alba,LIVING,21.2462,81,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_3.2,Vesubie3,Abies_alba,LIVING,56.9634,99,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_3.3,Vesubie3,Abies_alba,LIVING,55.0982,95,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_3.5,Vesubie3,Abies_alba,LIVING,35.527,112,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_3.7,Vesubie3,Abies_alba,LIVING,23.9172,108,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_S1,Vesubie3,Abies_alba,LIVING,42.0648,100,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_S13,Vesubie3,Abies_alba,LIVING,28.008,113,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_S14,Vesubie3,Abies_alba,DEAD,34.6422,107,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_S15,Vesubie3,Abies_alba,DEAD,32.717,101,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_S16,Vesubie3,Abies_alba,DEAD,26.9486,90,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_S17,Vesubie3,Abies_alba,DEAD,23.1756,87,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_S18,Vesubie3,Abies_alba,DEAD,16.5168,86,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_S2,Vesubie3,Abies_alba,LIVING,43.4912,112,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_S20,Vesubie3,Abies_alba,DEAD,28.1788,100,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_S21,Vesubie3,Abies_alba,DEAD,31.494,106,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_S4,Vesubie3,Abies_alba,LIVING,35.0526,104,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_S5,Vesubie3,Abies_alba,LIVING,37.2752,112,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_S6,Vesubie3,Abies_alba,LIVING,26.0898,107,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_S7,Vesubie3,Abies_alba,LIVING,25.3544,87,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves3_S8,Vesubie3,Abies_alba,DEAD,31.138,90,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves6_S1,Vesubie6,Abies_alba,LIVING,60.3274,159,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves6_S11,Vesubie6,Abies_alba,LIVING,53.3578,142,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves6_S12,Vesubie6,Abies_alba,LIVING,38.5494,136,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves6_S13,Vesubie6,Abies_alba,LIVING,46.3556,135,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves6_S14,Vesubie6,Abies_alba,LIVING,50.0586,157,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves6_S16,Vesubie6,Abies_alba,DEAD,31.5114,144,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves6_S3,Vesubie6,Abies_alba,LIVING,81.0426,164,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves6_S4,Vesubie6,Abies_alba,LIVING,64.4948,191,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves6_S5,Vesubie6,Abies_alba,LIVING,51.208,162,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves6_S6,Vesubie6,Abies_alba,LIVING,28.164,144,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves6_S7,Vesubie6,Abies_alba,LIVING,41.2816,140,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves6_S8,Vesubie6,Abies_alba,LIVING,58.0584,142,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dves6_S9,Vesubie6,Abies_alba,LIVING,60.2606,159,1.3,complete,D,NS,3,43.85,7.19,AbiesAlba_Cailleret_2013
Dvx1_ext1,Ventoux_Dvx1,Abies_alba,LIVING,22.4964,74,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx1_ext10,Ventoux_Dvx1,Abies_alba,LIVING,20.7302,49,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx1_ext11,Ventoux_Dvx1,Abies_alba,LIVING,30.409,87,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx1_ext12,Ventoux_Dvx1,Abies_alba,LIVING,29.8808,79,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx1_ext14,Ventoux_Dvx1,Abies_alba,LIVING,19.1302,59,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx1_ext15,Ventoux_Dvx1,Abies_alba,LIVING,33.749,66,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx1_ext16,Ventoux_Dvx1,Abies_alba,DEAD,44.8876,84,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx1_ext18,Ventoux_Dvx1,Abies_alba,DEAD,21.311,71,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx1_ext19,Ventoux_Dvx1,Abies_alba,DEAD,29.5478,98,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx1_ext20,Ventoux_Dvx1,Abies_alba,DEAD,26.7916,82,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx1_ext21,Ventoux_Dvx1,Abies_alba,DEAD,18.9666,86,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx1_ext3,Ventoux_Dvx1,Abies_alba,LIVING,26.9059,77,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx1_ext4,Ventoux_Dvx1,Abies_alba,LIVING,27.9184,73,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx1_ext5,Ventoux_Dvx1,Abies_alba,LIVING,30.3954,66,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx1_ext6,Ventoux_Dvx1,Abies_alba,LIVING,28.1366,76,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx1_ext7,Ventoux_Dvx1,Abies_alba,LIVING,21.6718,63,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx1_ext8,Ventoux_Dvx1,Abies_alba,LIVING,22.3378,78,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx1_S40,Ventoux_Dvx1,Abies_alba,DEAD,32.0546,72,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx1_S41,Ventoux_Dvx1,Abies_alba,DEAD,16.6958,78,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx1_S63,Ventoux_Dvx1,Abies_alba,DEAD,28.6314,91,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx2_ext1,Ventoux_Dvx2,Abies_alba,LIVING,24.2778,55,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx2_ext10,Ventoux_Dvx2,Abies_alba,DEAD,23.1734,61,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx2_ext2,Ventoux_Dvx2,Abies_alba,LIVING,27.1916,64,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx2_ext3,Ventoux_Dvx2,Abies_alba,LIVING,28.1292,69,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx2_ext4,Ventoux_Dvx2,Abies_alba,LIVING,30.5076,55,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx2_ext5,Ventoux_Dvx2,Abies_alba,LIVING,28.8124,70,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx2_ext7,Ventoux_Dvx2,Abies_alba,LIVING,37.731,51,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx2_ext8,Ventoux_Dvx2,Abies_alba,DEAD,36.1284,68,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
Dvx2_ext9,Ventoux_Dvx2,Abies_alba,DEAD,25.6074,62,1.3,complete,D,Bb,3,44.17,5.27,AbiesAlba_Cailleret_2013
